source,product_name,brand,category,subcategory,price,price_original,discount_pct,rating,review_count,popularity,seller,promo_tag,product_url,sku,url_mal_formateada,duplicado_url,p65,p90,price_tier,rank_popularity,top10_threshold,top_10_popularity,q90_review_count,tiene_descuento
pccomponentes,Forgeon Captain RGB Auriculares con MicrÃ³fono InalÃ¡mbricos Gaming Blancos,Forgeon,Cascos,Cascos,5499.0,,31.0,4.5,708.0,708.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/forgeon-captain-rgb-auriculares-con-microfono-inalambricos-gaming-blancos,10792512.0,False,False,5849.000000000002,10904.5,baja,21,4,False,2803.400000000001,True
pccomponentes,Tempest GHS PRO 20 Emperor Auriculares Gaming RGB Wireless 7.1 Virtual para PC/PS4/PS5/Switch,Tempest,Cascos,Cascos,4499.0,,30.0,4.4,432.0,432.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/tempest-ghs-pro-20-emperor-auriculares-gaming-rgb-wireless-71-virtual-para-pc-ps4-ps5-switch,575911.0,False,False,5849.000000000002,10904.5,baja,22,4,False,2803.400000000001,True
pccomponentes,Forgeon General Auriculares Gaming InalÃ¡mbricos PC/PS4/PS5/Xbox/Xbox X/Switch Negros,Forgeon,Cascos,Cascos,7999.0,,23.0,4.4,366.0,366.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/forgeon-general-auriculares-gaming-inalambricos-pc-ps4-ps5-xbox-xbox-x-switch-negros,433832.0,False,False,5849.000000000002,10904.5,media,23,4,False,2803.400000000001,True
pccomponentes,Newskill Drakain Auriculares Gaming RGB Multiplataforma,Newskill,Cascos,Cascos,2399.0,,0.0,4.3,306.0,306.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/newskill-drakain-auriculares-gaming-rgb-multiplataforma,309991.0,False,False,5849.000000000002,10904.5,baja,24,4,False,2803.400000000001,False
pccomponentes,Logitech G PRO X 2 LIGHTSPEED Auriculares InalÃ¡mbricos Bluetooth Gaming Negros,Logitech,Cascos,Cascos,17999.0,,33.0,4.6,289.0,289.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/logitech-g-pro-x-2-lightspeed-auriculares-inalambricos-bluetooth-gaming-negros,10728991.0,False,False,5849.000000000002,10904.5,alta,25,4,False,2803.400000000001,True
pccomponentes,Krom Kappa Auriculares Gaming RGB para PC,Krom,Cascos,Cascos,1499.0,,5.0,4.1,196.0,196.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/krom-kappa-auriculares-gaming-rgb-para-pc,294121.0,False,False,5849.000000000002,10904.5,baja,26,4,False,2803.400000000001,True
pccomponentes,Newskill Aton V2 Auriculares Gaming InalÃ¡mbricos RGB Bluetooth 5.0 Multiplataforma Negros,Newskill,Cascos,Cascos,7995.0,,33.0,4.4,104.0,104.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/newskill-aton-v2-black-auriculares-gaming-inalambricos-rgb-bluetooth-50-multiplataforma-negros,10916731.0,False,False,5849.000000000002,10904.5,media,27,4,False,2803.400000000001,True
pccomponentes,Logitech G Astro A50 Gen 5 Auriculares Gaming InalÃ¡mbricos Multiplataforma Negros + EstaciÃ³n Base,Logitech,Cascos,Cascos,22999.0,,17.0,4.8,92.0,92.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/logitech-g-astro-a50-gen-5-auriculares-gaming-inalambricos-multiplataforma-negros-estacion-base,10876821.0,False,False,5849.000000000002,10904.5,alta,28,4,False,2803.400000000001,True
pccomponentes,Razer Kaira HyperSpeed Auriculares Gaming InalÃ¡mbricos para PS5 Blancos,Razer,Cascos,Cascos,6999.0,,53.0,4.3,45.0,45.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/razer-kaira-hyperspeed-auriculares-gaming-inalambricos-para-ps5-blancos,10676727.0,False,False,5849.000000000002,10904.5,media,29,4,False,2803.400000000001,True
pccomponentes,Nilait Aera Auriculares InalÃ¡mbricos con CancelaciÃ³n de Ruido Negros,Nilait,Cascos,Cascos,3999.0,,33.0,4.5,39.0,39.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/nilait-aera-auriculares-inalambricos-40mm-bt-54-cancelacion-de-ruido-anc-4-mic-negros,10874483.0,False,False,5849.000000000002,10904.5,baja,30,4,False,2803.400000000001,True
pccomponentes,Tempest FlexWave Auriculares Gaming InalÃ¡mbricos PC/PS4/PS5/Xbox/Xbox X/Switch Gris,Tempest,Cascos,Cascos,1999.0,,50.0,3.8,35.0,35.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/tempest-flexwave-auriculares-gaming-inalambricos-pc-ps4-ps5-xbox-xbox-x-switch-gris,10861400.0,False,False,5849.000000000002,10904.5,baja,31,4,False,2803.400000000001,True
pccomponentes,Tempest FlexWave Auriculares Gaming InalÃ¡mbricos PC/PS4/PS5/Xbox/Xbox X/Switch Negro,Tempest,Cascos,Cascos,2499.0,,37.0,3.8,35.0,35.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/tempest-flexwave-auriculares-gaming-inalambricos-pc-ps4-ps5-xbox-xbox-x-switch-negro,10861399.0,False,False,5849.000000000002,10904.5,baja,32,4,False,2803.400000000001,True
pccomponentes,Cool Nitro Auriculares Stereo PC/PS4/PS5/Xbox Gaming IluminaciÃ³n + Adaptador Audio,Cool,Cascos,Cascos,2099.0,,0.0,3.8,35.0,35.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/cool-nitro-auriculares-stereo-pc-ps4-ps5-xbox-gaming-iluminacion-adaptador-audio,10773981.0,False,False,5849.000000000002,10904.5,baja,33,4,False,2803.400000000001,False
pccomponentes,Cool Dublin Auriculares EstÃ©reo con MicrÃ³fono Negro/Azul,Cool,Cascos,Cascos,1495.0,,0.0,3.8,35.0,35.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/cool-dublin-auriculares-estereo-con-microfono-negro-azul,836305.0,False,False,5849.000000000002,10904.5,baja,34,4,False,2803.400000000001,False
pccomponentes,"Auriculares Logitech G Astro A20 X inalÃ¡mbricos y alÃ¡mbricos para gaming con PLAYSYNC, Bluetooth y RGB negros",Logitech,Cascos,Cascos,18899.0,,5.0,4.9,32.0,32.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/auriculares-logitech-g-astro-a20-x-inalambricos-y-alambricos-para-gaming-con-playsync-bluetooth-y-rgb-negros,10953896.0,False,False,5849.000000000002,10904.5,alta,35,4,False,2803.400000000001,True
pccomponentes,Cool Bremen Auriculares Gaming PC / PS4 / PS5 / Xbox,Cool,Cascos,Cascos,1999.0,,0.0,4.5,8.0,8.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/cool-bremen-auriculares-gaming-pc-ps4-ps5-xbox,477979.0,False,False,5849.000000000002,10904.5,baja,36,4,False,2803.400000000001,False
pccomponentes,Cool Newton Auriculares EstÃ©reo Wireless/Bluetooth/Jack Negros para PC/PS4/PS5,Cool,Cascos,Cascos,3999.0,,0.0,4.9,4.0,4.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/cool-newton-auriculares-estereo-wireless-bluetooth-jack-negros-para-pc-ps4-ps5,10863395.0,False,False,5849.000000000002,10904.5,baja,37,4,False,2803.400000000001,False
pccomponentes,Cool Houston Auriculares Gaming Multiplataforma Negros,Cool,Cascos,Cascos,2099.0,,0.0,3.8,4.0,4.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/cool-houston-auriculares-gaming-multiplataforma-negros,396045.0,False,False,5849.000000000002,10904.5,baja,38,4,False,2803.400000000001,False
pccomponentes,COOL Exodus Auriculares Stereo Gaming Led RGB PC / PS4 / PS5 / Xbox + Adaptador de Audio,Cool,Cascos,Cascos,2294.0,,0.0,4.3,2.0,2.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/cool-exodus-auriculares-stereo-gaming-led-rgb-pc-ps4-ps5-xbox-adaptador-de-audio,10835052.0,False,False,5849.000000000002,10904.5,baja,39,4,False,2803.400000000001,False
pccomponentes,Auriculares Apple AirPods Max 2 inalÃ¡mbricos Bluetooth ANC USB-C Negro Medianoche,Apple,Cascos,Cascos,579.0,,0.0,5.0,1.0,1.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/apple-airpods-max-2-negro-medianoche,11031536.0,False,False,5849.000000000002,10904.5,baja,40,4,False,2803.400000000001,False
pccomponentes,Sony DualSense White Mando InalÃ¡mbrico para PS5,Sony,Mandos,Mandos,6999.0,,12.0,4.7,2824.0,2824.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/sony-dualsense-white-mando-inalambrico-para-ps5,323970.0,False,False,5999.0,7999.0,media,1,4,True,1002.0,True
pccomponentes,Sony DualSense Chroma Indigo Mando InalÃ¡mbrico para PS5,Sony,Mandos,Mandos,7499.0,,6.0,4.7,2824.0,2824.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/sony-dualsense-chroma-indigo-mando-inalambrico-para-ps5,10868996.0,False,False,5999.0,7999.0,media,2,4,True,1002.0,True
pccomponentes,Sony DualSense V3 Midnight Black Mando InalÃ¡mbrico para PS5,Sony,Mandos,Mandos,7499.0,,0.0,4.7,2824.0,2824.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/sony-dualsense-v3-midnight-black-mando-inalambrico-para-ps5,10992627.0,False,False,5999.0,7999.0,media,3,4,True,1002.0,False
pccomponentes,Microsoft Mando InalÃ¡mbrico Xbox Series/One/PC Deep Pink,Microsoft,Mandos,Mandos,5999.0,,7.0,4.7,1002.0,1002.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/microsoft-mando-inalambrico-xbox-series-one-pc-deep-pink,10729628.0,False,False,5999.0,7999.0,media,4,4,True,1002.0,True
pccomponentes,Microsoft Mando InalÃ¡mbrico Xbox Series/One/PC Azul ElÃ©ctrico,Microsoft,Mandos,Mandos,5999.0,,14.0,4.7,1002.0,1002.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/microsoft-mando-inalambrico-xbox-series-one-pc-azul-electrico,10665221.0,False,False,5999.0,7999.0,media,5,4,False,1002.0,True
pccomponentes,Microsoft Mando InalÃ¡mbrico Xbox Series/One/PC Pulse Red,Microsoft,Mandos,Mandos,5699.0,,5.0,4.7,1002.0,1002.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/microsoft-mando-inalambrico-xbox-series-one-pc-pulse-red,353700.0,False,False,5999.0,7999.0,baja,6,4,False,1002.0,True
pccomponentes,Microsoft Elite Serie 2 Mando Wireless Negro para Xbox One/PC,Microsoft,Mandos,Mandos,17999.0,,10.0,4.4,999.0,999.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/microsoft-elite-serie-2-mando-wireless-negro-para-xbox-one-pc,245572.0,False,False,5999.0,7999.0,alta,7,4,False,1002.0,True
pccomponentes,Nacon Compact Controller Wired para PS4/PC Rojo,Nacon,Mandos,Mandos,3599.0,,0.0,4.3,898.0,898.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/nacon-compact-controller-wired-para-ps4-pc-rojo,310110.0,False,False,5999.0,7999.0,baja,8,4,False,1002.0,False
pccomponentes,Mando 8BitDo NEOGEO InalÃ¡mbrico Iori Yagami para Android y PC,8BitDo,Mandos,Mandos,3499.0,,0.0,4.3,898.0,898.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-8bitdo-neogeo-inalambrico-iori-yagami-para-android-y-pc,11041990.0,False,False,5999.0,7999.0,baja,9,4,False,1002.0,False
pccomponentes,Nacon Compact Controller Wired para PS4/PC Negro,Nacon,Mandos,Mandos,3599.0,,10.0,4.3,898.0,898.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/nacon-compact-controller-wired-para-ps4-pc-negro,143863.0,False,False,5999.0,7999.0,baja,10,4,False,1002.0,True
pccomponentes,Krom Key Pro Gaming Wired Gamepad para PS3/PC,Krom,Mandos,Mandos,159.0,,27.0,4.2,780.0,780.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/krom-key-pro-gaming-wired-gamepad-para-ps3-pc,144612.0,False,False,5999.0,7999.0,baja,11,4,False,1002.0,True
pccomponentes,Sony DualSense Edge PS5,Sony,Mandos,Mandos,2169.0,,0.0,4.7,444.0,444.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/sony-dualsense-edge-ps5,10643128.0,False,False,5999.0,7999.0,baja,12,4,False,1002.0,False
pccomponentes,Microsoft Mando InalÃ¡mbrico Xbox Series/One/PC Negro CarbÃ³n,Microsoft,Mandos,Mandos,5699.0,,5.0,4.6,313.0,313.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/microsoft-mando-inalambrico-xbox-series-one-pc-negro-carbon,10665218.0,False,False,5999.0,7999.0,baja,13,4,False,1002.0,True
pccomponentes,Microsoft Mando InalÃ¡mbrico Xbox Series/One/PC Blanco,Microsoft,Mandos,Mandos,4999.0,,16.0,4.8,290.0,290.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/microsoft-mando-inalambrico-xbox-series-one-pc-blanco,10665216.0,False,False,5999.0,7999.0,baja,14,4,False,1002.0,True
pccomponentes,Krom Kayros RGB Mando InalÃ¡mbrico para PC/Switch/Android,Krom,Mandos,Mandos,2999.0,,24.0,4.3,262.0,262.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/krom-kayros-rgb-mando-inalambrico-para-pc-switch-android,10575309.0,False,False,5999.0,7999.0,baja,15,4,False,1002.0,True
pccomponentes,Gamepad Krom Kexal Bluetooth/USB Multi-Plataforma 23 Botones Negro/Rojo/Blanco,Krom,Mandos,Mandos,2399.0,,31.0,4.3,262.0,262.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-krom-kexal-bluetooth-usb-multi-plataforma-23-botones-negro-rojo-blanco,10927199.0,False,False,5999.0,7999.0,baja,16,4,False,1002.0,True
pccomponentes,Gamepad Logitech G 940 AlÃ¡mbrico USB para PC,Logitech,Mandos,Mandos,2399.0,,0.0,4.3,262.0,262.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-logitech-g-940-alambrico-usb-para-pc,11050420.0,False,False,5999.0,7999.0,baja,17,4,False,1002.0,False
pccomponentes,Krom Kaiser Gamepad Gaming PS3/PS4/PC,Krom,Mandos,Mandos,1399.0,,43.0,3.1,141.0,141.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/krom-kaiser-gamepad-gaming-ps3-ps4-pc,186038.0,False,False,5999.0,7999.0,baja,18,4,False,1002.0,True
pccomponentes,PowerA Mando con Cable Negro para Nintengo Switch,PowerA,Mandos,Mandos,2599.0,,0.0,4.4,57.0,57.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/powera-mando-con-cable-negro-para-nintengo-switch,710380.0,False,False,5999.0,7999.0,baja,19,4,False,1002.0,False
pccomponentes,Nacon Pro Compact Controller Xbox Series/Xbox/PC Blanco,Nacon,Mandos,Mandos,3499.0,,0.0,4.6,52.0,52.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/nacon-pro-compact-controller-xbox-series-xbox-pc-blanco,584362.0,False,False,5999.0,7999.0,baja,20,4,False,1002.0,False
pccomponentes,Nintendo Switch 2 Pro Controller Mando InalÃ¡mbrico Bluetooth con VibraciÃ³n HD,Nintendo,Mandos,Mandos,8799.0,,0.0,4.9,36.0,36.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/nintendo-switch-2-pro-controller-mando-inalambrico-bluetooth-con-vibracion-hd,10875283.0,False,False,5999.0,7999.0,alta,21,4,False,1002.0,False
pccomponentes,Mando PS5 Sony DualSense V2 Blanco inalÃ¡mbrico retroalimentaciÃ³n hÃ¡ptica USB-C,Sony,Mandos,Mandos,7299.0,,0.0,4.9,36.0,36.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-ps5-sony-dualsense-v2-blanco-inalambrico-retroalimentacion-haptica-usb-c,11005080.0,False,False,5999.0,7999.0,media,22,4,False,1002.0,False
pccomponentes,Mando Sony para PlayStation 5 Blanco InalÃ¡mbrico,Sony,Mandos,Mandos,7599.0,,0.0,4.9,36.0,36.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-sony-para-playstation-5-blanco-inalambrico,11069392.0,False,False,5999.0,7999.0,media,23,4,False,1002.0,False
pccomponentes,Gamepad Microsoft Wireless Controller Heart Breaker Special Edition Bluetooth Multiplataforma,Microsoft,Mandos,Mandos,6999.0,,12.0,4.2,14.0,14.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-microsoft-wireless-controller-heart-breaker-special-edition-bluetooth-multiplataforma,10953324.0,False,False,5999.0,7999.0,media,24,4,False,1002.0,True
pccomponentes,Sony DualSense V3 Midnight Black Mando InalÃ¡mbrico para PS5 + Cable,Sony,Mandos,Mandos,7499.0,,6.0,4.4,12.0,12.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/sony-dualsense-v3-midnight-black-mando-inalambrico-para-ps5-cable,11020577.0,False,False,5999.0,7999.0,media,25,4,False,1002.0,True
pccomponentes,Sony DualSense V3 Midnight Black Mando InalÃ¡mbrico para PS5 + Cable + Indeca Cargador Dual,Sony,Mandos,Mandos,7499.0,,16.0,4.4,12.0,12.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/sony-dualsense-v3-midnight-black-mando-inalambrico-para-ps5-cable-indeca-cargador-dual,11026681.0,False,False,5999.0,7999.0,media,26,4,False,1002.0,True
pccomponentes,Mando Microsoft XBOX Wireless Controller InalÃ¡mbrico Bluetooth Negro + USB Tipo C,Microsoft,Mandos,Mandos,4999.0,,28.0,4.9,7.0,7.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-microsoft-xbox-wireless-controller-inalambrico-bluetooth-negro-usb-tipo-c,10987486.0,False,False,5999.0,7999.0,baja,27,4,False,1002.0,True
pccomponentes,Gamepad Indeca Mini Controller Bluetooth Multiplataforma Blanco,Indeca,Mandos,Mandos,599.0,,53.0,4.9,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-indeca-mini-controller-bluetooth-multiplataforma-blanco,10977308.0,False,False,5999.0,7999.0,baja,28,4,False,1002.0,True
pccomponentes,Mando PlayStation 5 SONY DualSense HyperPop Collection InalÃ¡mbrico Techno Red,Sony,Mandos,Mandos,7999.0,,8.0,4.7,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-playstation-5-sony-dualsense-hyperpop-collection-inalambrico-techno-red,11012208.0,False,False,5999.0,7999.0,alta,29,4,False,1002.0,True
pccomponentes,Gamepad Indeca Mini Controller Bluetooth Multiplataforma Azul,Indeca,Mandos,Mandos,599.0,,53.0,4.9,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-indeca-mini-controller-bluetooth-multiplataforma-azul,10977307.0,False,False,5999.0,7999.0,baja,30,4,False,1002.0,True
pccomponentes,Gamepad Indeca Mini Controller Bluetooth Multiplataforma Rojo,Indeca,Mandos,Mandos,599.0,,53.0,4.9,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-indeca-mini-controller-bluetooth-multiplataforma-rojo,10977306.0,False,False,5999.0,7999.0,baja,31,4,False,1002.0,True
pccomponentes,Mando PlayStation 5 SONY DualSense HyperPop Collection InalÃ¡mbrico Rythm Blue,Sony,Mandos,Mandos,7999.0,,8.0,4.7,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-playstation-5-sony-dualsense-hyperpop-collection-inalambrico-rythm-blue,11012214.0,False,False,5999.0,7999.0,alta,32,4,False,1002.0,True
pccomponentes,Mando PlayStation 5 SONY DualSense HyperPop Collection InalÃ¡mbrico Remix Green,Sony,Mandos,Mandos,7999.0,,8.0,4.7,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-playstation-5-sony-dualsense-hyperpop-collection-inalambrico-remix-green,11012211.0,False,False,5999.0,7999.0,alta,33,4,False,1002.0,True
